STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,MEASURE,,UNIT_MEASURE,,SEX,,AGE,,LABOUR_FORCE_STATUS,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LTU,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,5.097,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LTU,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,5.138,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LTU,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,7.62,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LTU,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,6.963,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,9.586,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,6.008,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,8.969,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,7.062,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,9.187,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,9.44,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y75T79,,POP,,2022,,4.401,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,8.06,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.614,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,6.322,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,8.544,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,4.193,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,LUX,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,5.318,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.188,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,9.299,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,4.63,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,9.023,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,10.873,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,_U,,POP,,2022,,0.073,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y_GE75,,POP,,2022,,5.131,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,10.142,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,5.948,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,6.878,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,3.274,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,8.691,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,9.043,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,MEX,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,8.807,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,7.28,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,6.731,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y_GE75,,POP,,2022,,10.37,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,7.586,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,7.274,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,6.962,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.632,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,7.904,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,6.395,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,8.493,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,7.557,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,7.101,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NLD,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,7.715,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,8.277,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,7.385,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,6.335,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,7.486,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,7.649,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,5.352,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NZL,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,7.515,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,8.57,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y75T79,,POP,,2022,,5.321,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,7.699,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,8.03,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.339,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,7.994,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,7.92,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,6.935,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,7.186,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,5.722,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,6.937,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,6.478,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,NOR,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,7.718,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,7.436,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,6.48,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,8.257,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,6.919,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,5.758,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,5.435,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,7.934,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,9.285,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y_GE75,,POP,,2022,,9.102,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,8.881,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,7.799,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,9.008,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVK,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,7.706,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,8.813,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,5.305,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,8.033,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,5.864,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,9.143,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.06,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y75T79,,POP,,2022,,4.998,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,8.34,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,8.19,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,8.096,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,6.559,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,4.933,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SVN,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,6.98,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,6.007,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,6.613,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,9.053,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,5.713,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,7.473,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,5.998,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,6.707,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,4.653,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,9.57,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,9.024,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y_GE75,,POP,,2022,,12.841,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,8.624,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,ESP,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,7.722,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,8.948,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.77,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,8.813,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,8.91,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,8.463,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,7.782,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,7.31,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,7.238,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,7.321,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,7.663,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,8.67,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,SWE,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,10.112,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,9.987,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,5.038,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,3.734,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y_GE75,,POP,,2022,,5.457,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,8.931,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,8.702,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,9.626,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,9.485,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,9.029,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,5.806,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,7.428,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,9.605,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,TUR,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,7.171,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y30T34,,POP,,2022,,8.93,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y45T49,,POP,,2022,,7.503,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,8.615,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y70T74,,POP,,2022,,6.66,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y35T39,,POP,,2022,,7.898,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y20T24,,POP,,2022,,7.05,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y55T59,,POP,,2022,,8.436,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y25T29,,POP,,2022,,7.175,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y15T19,,POP,,2022,,5.12,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y_GE75,,POP,,2022,,10.855,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y60T64,,POP,,2022,,7.345,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y40T44,,POP,,2022,,7.815,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,GBR,,POP,,PT_POP_SUB,,F,,Y65T69,,POP,,2022,,6.597,,A,,,,1,
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_COMP(1.1),,I,USA,,POP,,PT_POP_SUB,,F,,Y50T54,,POP,,2022,,7.692,,A,,,,1,
